id,Oficio,Niveles,Recetas,Recursos,Cantidad
782,Zapatero,130,Cuerda Sura x8,Estambre de floribundo ,160
783,Zapatero,130,Cuerda Sura x8,Ámbar de Tynril ,8
784,Zapatero,130,Cuerda Sura x8,Cuerno de balíbido ,160
785,Zapatero,136,Botines de madera de abrajidor x8,Ámbar de Tynril ,8
786,Zapatero,136,Botines de madera de abrajidor x8,Cuerno roto de Cocabulia ,8
787,Zapatero,136,Botines de madera de abrajidor x8,Plumón del Maestro Cuerbok ,24
788,Zapatero,136,Botines de madera de abrajidor x8,Trasero de tufo aéreo ,176
789,Zapatero,136,Botines de madera de abrajidor x8,Nudo de abrajidor claro ,48
790,Zapatero,136,Botines de madera de abrajidor x8,Tocón de abrajidor claro ,174
791,Zapatero,136,Botines de madera de abrajidor x8,Trama dimensional ,24
792,Zapatero,136,Botines de madera de abrajidor x8,Concentrado de bosque ,8
793,Zapatero,141,Tanga otoñal de Roble Blando x11,Raíz de Roble Blando ,22
794,Zapatero,141,Tanga otoñal de Roble Blando x11,Palillos para el pelo de Shihan ,33
795,Zapatero,141,Tanga otoñal de Roble Blando x11,Mecha rebelde de Hell Mina ,11
796,Zapatero,141,Tanga otoñal de Roble Blando x11,Máscara de araknotrón irascible rota ,77
797,Zapatero,141,Tanga otoñal de Roble Blando x11,Mandíbula de abrakno irascible ,22
798,Zapatero,141,Tanga otoñal de Roble Blando x11,Hoja de rama curadora ,66
799,Zapatero,141,Tanga otoñal de Roble Blando x11,Turmalina ,66
800,Zapatero,141,Tanga otoñal de Roble Blando x11,Trama dimensional ,66
801,Zapatero,149,Cinturón del Minotot x3,Etmoides de Minotot ,6
802,Zapatero,149,Cinturón del Minotot x3,Cuerno quemado del Minotauroro ,3
803,Zapatero,149,Cinturón del Minotot x3,Cola mágica de Funoroshi ,6
804,Zapatero,149,Cinturón del Minotot x3,Piel de mino ,24
805,Zapatero,149,Cinturón del Minotot x3,Cuerno de deminobola ,6
806,Zapatero,149,Cinturón del Minotot x3,Vendas de mominotauro ,18
807,Zapatero,149,Cinturón del Minotot x3,Turmalina ,18
808,Zapatero,149,Cinturón del Minotot x3,Concentrado de bosque ,6
809,Zapatero,152,Botas de Perfósil x9,Trama dimensional ,54
810,Zapatero,152,Botas de Perfósil x9,Guijarro solar ,9
811,Zapatero,152,Botas de Perfósil x9,Colmillo de Perfósil ,36
812,Zapatero,152,Botas de Perfósil x9,Fémur de Sfinter Cell ,36
813,Zapatero,152,Botas de Perfósil x9,Kamatrix ,90
814,Zapatero,152,Botas de Perfósil x9,Cola de mamatroz ,63
815,Zapatero,152,Botas de Perfósil x9,Garra de perfugaz ,288
816,Zapatero,152,Botas de Perfósil x9,Ámbar de Roble Blando ,9
817,Zapatero,158,Cinturón de kanublú x1,Guijarro solar ,1
818,Zapatero,158,Cinturón de kanublú x1,Concentrado de bosque primario ,1
819,Zapatero,158,Cinturón de kanublú x1,Cola de Kanígrula ,4
820,Zapatero,158,Cinturón de kanublú x1,Ámbar de Tynril ,1
821,Zapatero,158,Cinturón de kanublú x1,Bigote de Shogun Tofugawa ,2
822,Zapatero,158,Cinturón de kanublú x1,Tejido de kanublú ,7
823,Zapatero,158,Cinturón de kanublú x1,Cadena de tigredón ,34
824,Zapatero,158,Cinturón de kanublú x1,Garra de highiena ,33
825,Zapatero,159,Sandalia Lambique x1,Testículos del Tanukui San ,3
826,Zapatero,159,Sandalia Lambique x1,Mecha rebelde de Hell Mina ,3
827,Zapatero,159,Sandalia Lambique x1,Cola mágica de Funoroshi ,2
828,Zapatero,159,Sandalia Lambique x1,Tejido de firefux ,8
829,Zapatero,159,Sandalia Lambique x1,Pelos de bumbardero ,31
830,Zapatero,159,Sandalia Lambique x1,Guijarro solar ,1
831,Zapatero,159,Sandalia Lambique x1,Piel de escupefux ,25
832,Zapatero,159,Sandalia Lambique x1,Concentrado de bosque primario ,1
833,Zapatero,160,Sandalias del Minotot x14,Etmoides de Minotot ,28
834,Zapatero,160,Sandalias del Minotot x14,Pelos del Minotauroro ,28
835,Zapatero,160,Sandalias del Minotot x14,Calcetín del Kimbo ,14
836,Zapatero,160,Sandalias del Minotot x14,Piel de mino ,112
837,Zapatero,160,Sandalias del Minotot x14,Cuero de deminobola ,84
838,Zapatero,160,Sandalias del Minotot x14,Vendas de mominotauro ,84
839,Zapatero,160,Sandalias del Minotot x14,Turmalina ,84
840,Zapatero,160,Sandalias del Minotot x14,Concentrado de bosque primario ,28
841,Zapatero,169,Bottines Herties x5,Fémur de Sfinter Cell ,20
842,Zapatero,169,Bottines Herties x5,Lágrima de gélifux ,45
843,Zapatero,169,Bottines Herties x5,Lana de yokai gélifux ,200
844,Zapatero,169,Bottines Herties x5,Lana de Tengu Gélifux ,20
845,Zapatero,169,Bottines Herties x5,Concentrado de bosque primario ,10
846,Zapatero,169,Bottines Herties x5,Córnea de kami gélifux ,10
847,Zapatero,169,Bottines Herties x5,Trama dimensional ,45
848,Zapatero,169,Bottines Herties x5,Cuerno de XLII ,10
849,Zapatero,173,Botas de Tengu Gélifux x7,Lana de Tengu Gélifux ,21
850,Zapatero,173,Botas de Tengu Gélifux x7,Tejido de Sfinter Cell ,7
851,Zapatero,173,Botas de Tengu Gélifux x7,Escoria de Obsidiantre ,28
852,Zapatero,173,Botas de Tengu Gélifux x7,Lágrima de gélifux ,63
853,Zapatero,173,Botas de Tengu Gélifux x7,Tibia de yomi gélifux ,245
854,Zapatero,173,Botas de Tengu Gélifux x7,Lana de maho gélifux ,280
855,Zapatero,173,Botas de Tengu Gélifux x7,Turmalina ,63
856,Zapatero,173,Botas de Tengu Gélifux x7,Concentrado de bosque tropical ,7
857,Zapatero,179,Rodaja del sotobosque x6,Espina de Ugah ,24
858,Zapatero,179,Rodaja del sotobosque x6,Vértebra de Obsidiantre ,6
859,Zapatero,179,Rodaja del sotobosque x6,Ojo de Anelidón ,6
860,Zapatero,179,Rodaja del sotobosque x6,Fibra de cáñamo ,54
861,Zapatero,179,Rodaja del sotobosque x6,Corteza de champáknido ,234
862,Zapatero,179,Rodaja del sotobosque x6,Lamela de champbis ,282
863,Zapatero,179,Rodaja del sotobosque x6,Turmalina ,54
864,Zapatero,179,Rodaja del sotobosque x6,Concentrado de bosque tropical ,6
865,Zapatero,184,Botas Plastao x1,Pañuelo agujereado de fuego ,61
866,Zapatero,184,Botas Plastao x1,Calzoncillos azules ,8
867,Zapatero,184,Botas Plastao x1,Forúnculo de mamá bwork ,54
868,Zapatero,184,Botas Plastao x1,Uña de Bworker ,3
869,Zapatero,184,Botas Plastao x1,Ojo de Anelidón ,3
870,Zapatero,184,Botas Plastao x1,Fragmento de Ugahlureta ,1
871,Zapatero,184,Botas Plastao x1,Turmalina ,12
872,Zapatero,184,Botas Plastao x1,Concentrado de bosque tropical ,2
873,Zapatero,185,Cinturón de Boreal x12,Cuero de Tengu Gélifux ,12
874,Zapatero,185,Cinturón de Boreal x12,Lana de Tengu Gélifux ,48
875,Zapatero,185,Cinturón de Boreal x12,Sangre de Toxoliat ,48
876,Zapatero,185,Cinturón de Boreal x12,Concentrado de bosque tropical ,24
877,Zapatero,185,Cinturón de Boreal x12,Turmalina ,144
878,Zapatero,185,Cinturón de Boreal x12,Córnea de kami gélifux ,24
879,Zapatero,185,Cinturón de Boreal x12,Cráneo de yokai gélifux ,108
880,Zapatero,185,Cinturón de Boreal x12,Cuero de maho gélifux ,108
881,Zapatero,193,Zapatos del conde Razof x2,Hueso de nemroza ,110
882,Zapatero,193,Zapatos del conde Razof x2,Sangre de carghnicero ,26
883,Zapatero,193,Zapatos del conde Razof x2,Botella de Botsgüena ,20
884,Zapatero,193,Zapatos del conde Razof x2,Pelos del conde Razof ,8
885,Zapatero,193,Zapatos del conde Razof x2,Cola de Golosotrón Real ,6
886,Zapatero,193,Zapatos del conde Razof x2,Cuero de Fuji Gélifux ,6
887,Zapatero,193,Zapatos del conde Razof x2,Concentrado de selva ,2
888,Zapatero,193,Zapatos del conde Razof x2,Turmalina ,24
889,Zapatero,195,Sandalias Luzas x3,Canino de xakal ,168
890,Zapatero,195,Sandalias Luzas x3,Garra de kanitómata ,24
891,Zapatero,195,Sandalias Luzas x3,Incisivo de Sylargh ,3
892,Zapatero,195,Sandalias Luzas x3,Bordado de Nileza ,9
893,Zapatero,195,Sandalias Luzas x3,Polvos glaciales ,6
894,Zapatero,195,Sandalias Luzas x3,Concentrado de selva ,3
895,Zapatero,195,Sandalias Luzas x3,Turmalina ,36
896,Zapatero,195,Sandalias Luzas x3,Raíz cristalizada ,3
897,Zapatero,198,Botas traicioneras x1,Cuero de cuerubugui ,48
898,Zapatero,198,Botas traicioneras x1,Corazón de cuerastro ,8
899,Zapatero,198,Botas traicioneras x1,Concentrado de selva ,1
900,Zapatero,198,Botas traicioneras x1,Cuero cabelludo de Klim ,1
901,Zapatero,198,Botas traicioneras x1,Lana de Sylargh ,3
902,Zapatero,198,Botas traicioneras x1,Sangre de Toxoliat ,3
903,Zapatero,198,Botas traicioneras x1,Cremallera ,1
904,Zapatero,198,Botas traicioneras x1,Turmalina ,12
905,Zapatero,199,Botas de Nileza x1,Canino de xakal ,51
906,Zapatero,199,Botas de Nileza x1,Pico de dodoxal ,9
907,Zapatero,199,Botas de Nileza x1,Turmalina ,12
908,Zapatero,199,Botas de Nileza x1,Bordado de Nileza ,4
909,Zapatero,199,Botas de Nileza x1,Bragas de Mizz Frizz ,1
910,Zapatero,199,Botas de Nileza x1,Polvos glaciales ,3
911,Zapatero,199,Botas de Nileza x1,Raíz cristalizada ,1
912,Zapatero,199,Botas de Nileza x1,Trama dimensional ,12
913,Fabricante,0,El Halt Efkuat x13,Tabla de aglomerado ,13
914,Fabricante,0,El Halt Efkuat x13,Carne intangible ,26
915,Fabricante,5,Escudo del girasol salvaje x9,Tabla de aglomerado ,9
916,Fabricante,5,Escudo del girasol salvaje x9,Pétalo diáfano ,18
917,Fabricante,10,Escudo cometa x8,Tabla de aglomerado ,8
918,Fabricante,10,Escudo cometa x8,Pelos de arakna enferma ,24
919,Fabricante,15,Escudo tombariano x7,Tabla de aglomerado ,7
920,Fabricante,15,Escudo tombariano x7,Crin de miserata strubiense ,14
921,Fabricante,20,Escudo de jalató x7,Lana de jalató ,21
922,Fabricante,20,Escudo de jalató x7,Lana de jalatín negro ,21
923,Fabricante,25,Escudo de esponja x7,Piel de Mob Lasponja ,21
924,Fabricante,25,Escudo de esponja x7,Fluido glacial ,14
925,Fabricante,25,Escudo de esponja x7,Escama pegajosa ,28
926,Fabricante,30,Coraza real de jalató x6,Lana de Jalató Real ,6
927,Fabricante,30,Coraza real de jalató x6,Cuero de Jalató Real ,12
928,Fabricante,30,Coraza real de jalató x6,Sangre de jalató ,12
929,Fabricante,35,Escudo erizado de prespic x7,Pincho de prespic ,28
930,Fabricante,35,Escudo erizado de prespic x7,Concentrado de boscaje ,7
931,Fabricante,35,Escudo erizado de prespic x7,Tejido de jabalí ,14
932,Fabricante,40,Escudo Akwadala x6,Lengua de estrella ,6
933,Fabricante,40,Escudo Akwadala x6,Concentrado de boscaje ,12
934,Fabricante,40,Escudo Akwadala x6,Bulbo de kuraçao ,30
935,Fabricante,45,Escudo abráknido x7,Raíz de abráknido ,49
936,Fabricante,45,Escudo abráknido x7,Concentrado de boscaje ,14
937,Fabricante,45,Escudo abráknido x7,Mostacho de Boostacho ,7
938,Fabricante,45,Escudo abráknido x7,Fémur de chafer arquero ,7
939,Fabricante,50,Escudo Fi'Squal x6,Concentrado de oquedal ,6
940,Fabricante,50,Escudo Fi'Squal x6,Pescado empanado ,300
941,Fabricante,50,Escudo Fi'Squal x6,Coxis de coralador ,12
942,Fabricante,50,Escudo Fi'Squal x6,Coxis Magistral ,18
943,Fabricante,55,Klum x6,Hoja de blop real ,12
944,Fabricante,55,Klum x6,Magnesita ,6
945,Fabricante,55,Klum x6,Cuerno de bufalento ,42
946,Fabricante,55,Klum x6,Garra de robionicle ,36
947,Fabricante,60,Escudo del Báwbawo x4,Paño del Wey Wabbit ,4
948,Fabricante,60,Escudo del Báwbawo x4,Concentrado de oquedal ,8
949,Fabricante,60,Escudo del Báwbawo x4,Oreja de awelito wabbit ,16
950,Fabricante,60,Escudo del Báwbawo x4,Zanahowia ,12
951,Fabricante,63,Escudo de crujidor x9,Pluma de Kwoknan ,18
952,Fabricante,63,Escudo de crujidor x9,Magnesita ,18
953,Fabricante,63,Escudo de crujidor x9,Diente de oro de crujidor ,18
954,Fabricante,63,Escudo de crujidor x9,Carbón ,36
955,Fabricante,63,Escudo de crujidor x9,Piedra de crujidor ,81
956,Fabricante,70,Escudo de jefe cocodrail x17,Fragmento de espada reptiliana ,34
957,Fabricante,70,Escudo de jefe cocodrail x17,Hueso de cocodrail ,68
958,Fabricante,70,Escudo de jefe cocodrail x17,Escama de jefe cocodrail ,255
959,Fabricante,70,Escudo de jefe cocodrail x17,Bakelitita ,17
960,Fabricante,70,Escudo de jefe cocodrail x17,Diente de cocodrail ,102
961,Fabricante,80,Escudo de Sidimote x50,Matraz de humo de Nelwynn ,50
962,Fabricante,80,Escudo de Sidimote x50,Bakelitita ,100
963,Fabricante,80,Escudo de Sidimote x50,Tejido de orondo ,200
964,Fabricante,80,Escudo de Sidimote x50,Ojo de kanugro ,200
965,Fabricante,80,Escudo de Sidimote x50,Bastón de awelito wabbit blanco ,150
966,Fabricante,100,Copa de Dragokart x6,Cáscara de dragoss pizarroso ,36
967,Fabricante,100,Copa de Dragokart x6,Pelos de Kerubim ,150
968,Fabricante,100,Copa de Dragokart x6,Guijarro lunar ,6
969,Fabricante,100,Copa de Dragokart x6,Calzoncillo agujereado de Dramak ,6
970,Fabricante,100,Copa de Dragokart x6,Kuarzo ,12
971,Fabricante,100,Copa de Dragokart x6,Bordado de Malefíscof ,18
972,Fabricante,105,Escudo Rano x6,Turmalina ,18
973,Fabricante,105,Escudo Rano x6,Cola emplumada de Rasgabola Mayor ,6
974,Fabricante,105,Escudo Rano x6,Concentrado de bosquecillo ,12
975,Fabricante,105,Escudo Rano x6,Pluma de gobvio ,108
976,Fabricante,105,Escudo Rano x6,Piel de koalak cabalgador ,84
977,Fabricante,105,Escudo Rano x6,Plumón del Maestro Cuerbok ,12
978,Fabricante,105,Escudo Rano x6,Dientes de milubo ,36
979,Fabricante,110,Bulbescudo x7,Espina de bulbomatorral ,119
980,Fabricante,110,Bulbescudo x7,Polen de bulbiflor ,28
981,Fabricante,110,Bulbescudo x7,Néctar del oriente ,42
982,Fabricante,110,Bulbescudo x7,Brote explosivo de Kodámade ,21
983,Fabricante,110,Bulbescudo x7,Trenza de Trankitronko ,21
984,Fabricante,110,Bulbescudo x7,Guijarro rutilante ,14
985,Fabricante,110,Bulbescudo x7,Artefacto pandawushu de madera ,42
986,Fabricante,115,Pupitre de Virgilio x6,Turmalina ,18
987,Fabricante,115,Pupitre de Virgilio x6,Concentrado de espesura ,6
988,Fabricante,115,Pupitre de Virgilio x6,Plumón del Maestro Cuerbok ,18
989,Fabricante,115,Pupitre de Virgilio x6,Pluma de bebedor ,90
990,Fabricante,115,Pupitre de Virgilio x6,Pelo de zorrowapo ,84
991,Fabricante,115,Pupitre de Virgilio x6,Pluma de cuerbok domesticado ,114
992,Fabricante,115,Pupitre de Virgilio x6,Cabellera de Maxilubo ,18
993,Fabricante,120,Escudo slip x6,Turmalina ,18
994,Fabricante,120,Escudo slip x6,Mawashi de elsumo ,18
995,Fabricante,120,Escudo slip x6,Concentrado de espesura ,12
996,Fabricante,120,Escudo slip x6,Piel de Cocabulia ,24
997,Fabricante,120,Escudo slip x6,Entrada de concierto de Diamantina ,6
998,Fabricante,120,Escudo slip x6,Calzoncillo de trooloko ,30
999,Fabricante,120,Escudo slip x6,Corazón del Capitán Eskarlata ,12
1000,Fabricante,125,Escudo de los salteadorillos x6,Guijarro lunar ,12
1001,Fabricante,125,Escudo de los salteadorillos x6,Concentrado de espesura ,12
1002,Fabricante,125,Escudo de los salteadorillos x6,Huevo de Thor Pestruz ,6
1003,Fabricante,125,Escudo de los salteadorillos x6,Pata de grullestruz ,36
1004,Fabricante,125,Escudo de los salteadorillos x6,Pluma de Tofu Real ,18
1005,Fabricante,125,Escudo de los salteadorillos x6,Ábaco zoth ,108
1006,Fabricante,125,Escudo de los salteadorillos x6,Ahumador zoth ,156
1007,Fabricante,125,Escudo de los salteadorillos x6,Cola emplumada de Rasgabola Mayor ,6
1008,Fabricante,130,Escudo del sadida x6,Trama dimensional ,18
1009,Fabricante,130,Escudo del sadida x6,Piel de Skonk ,6
1010,Fabricante,130,Escudo del sadida x6,Concentrado de bosque ,6
1011,Fabricante,130,Escudo del sadida x6,Diario intimo de Esmeralda ,12
1012,Fabricante,130,Escudo del sadida x6,Boomerang estropeado de Diamantina ,36
1013,Fabricante,130,Escudo del sadida x6,Manojo de pelos de Ruby ,36
1014,Fabricante,130,Escudo del sadida x6,Champú de kalipto de Zafira ,12
1015,Fabricante,130,Escudo del sadida x6,Pelo de Skonk ,18
1016,Fabricante,135,Ariete del Jalamut Real x6,Trama dimensional ,18
1017,Fabricante,135,Ariete del Jalamut Real x6,Kobalita ,6
1018,Fabricante,135,Ariete del Jalamut Real x6,Corazón del Capitán Eskarlata ,12
1019,Fabricante,135,Ariete del Jalamut Real x6,Lana de Jalamut Real ,18
1020,Fabricante,135,Ariete del Jalamut Real x6,Cuerno de jalamut de guerra ,156
1021,Fabricante,135,Ariete del Jalamut Real x6,Lana de jalamut legendario ,144
1022,Fabricante,135,Ariete del Jalamut Real x6,Clavícula de jalamut ,36
1023,Fabricante,135,Ariete del Jalamut Real x6,Flor de Blop Multicolor Real ,6
1024,Fabricante,140,Escudo ventiloso x6,Trama dimensional ,18
1025,Fabricante,140,Escudo ventiloso x6,Kobalita ,12
1026,Fabricante,140,Escudo ventiloso x6,Ámbar de Tynril ,6
1027,Fabricante,140,Escudo ventiloso x6,Grano de abrajidor oscuro ,150
1028,Fabricante,140,Escudo ventiloso x6,Pinza de fanclasma ,138
1029,Fabricante,140,Escudo ventiloso x6,Corteza de marguerrita ,18
1030,Fabricante,140,Escudo ventiloso x6,Hoja de Blop Multicolor Real ,24
1031,Fabricante,140,Escudo ventiloso x6,Pistilo de Tynril ,18
1032,Fabricante,145,Escudo del Monte Puaj x6,Trama dimensional ,36
1033,Fabricante,145,Escudo del Monte Puaj x6,Concentrado de bosque ,12
1034,Fabricante,145,Escudo del Monte Puaj x6,Ámbar de Roble Blando ,6
1035,Fabricante,145,Escudo del Monte Puaj x6,Correa de cuero de baglitch ,36
1036,Fabricante,145,Escudo del Monte Puaj x6,Cuerno de balíbido ,42
1037,Fabricante,145,Escudo del Monte Puaj x6,Pezuña de balisisco ,36
1038,Fabricante,145,Escudo del Monte Puaj x6,Huevo de Morsagüino Real ,6
1039,Fabricante,145,Escudo del Monte Puaj x6,Mecha rebelde de Hell Mina ,18
1040,Fabricante,150,Escudo pandawa x6,Artefacto pandawushu ,24
1041,Fabricante,150,Escudo pandawa x6,Concentrado de bosque primario ,6
1042,Fabricante,150,Escudo pandawa x6,Bufanda de Hanshi ,12
1043,Fabricante,150,Escudo pandawa x6,Brote explosivo de Kodámade ,30
1044,Fabricante,150,Escudo pandawa x6,Kuakuá de bain de Nagate ,24
1045,Fabricante,150,Escudo pandawa x6,Testículos del Tanukui San ,18
1046,Fabricante,150,Escudo pandawa x6,Palillos para el pelo de Shihan ,12
1047,Fabricante,150,Escudo pandawa x6,Cola mágica de Funoroshi ,12
1048,Fabricante,155,Escudo taberna x6,Guijarro solar ,6
1049,Fabricante,155,Escudo taberna x6,Concentrado de bosque primario ,6
1050,Fabricante,155,Escudo taberna x6,Omóplato de Ben el Ripata ,6
1051,Fabricante,155,Escudo taberna x6,Flotador de fantombrealagua ,42
1052,Fabricante,155,Escudo taberna x6,Colmillo de balisisco ,228
1053,Fabricante,155,Escudo taberna x6,Oreja de kanublú ,204
1054,Fabricante,155,Escudo taberna x6,Bigotes de Ush ,12
1055,Fabricante,155,Escudo taberna x6,Pelo de Ben el Ripata ,18
1056,Fabricante,160,Pupila de majaro x6,Guijarro reluciente ,12
1057,Fabricante,160,Pupila de majaro x6,Artefacto pandawushu ,24
1058,Fabricante,160,Pupila de majaro x6,Ojo de majaro ,210
1059,Fabricante,160,Pupila de majaro x6,Bigote de Shogun Tofugawa ,12
1060,Fabricante,160,Pupila de majaro x6,Brasas azuladas ,18
1061,Fabricante,160,Pupila de majaro x6,Yokaiedra ,48
1062,Fabricante,160,Pupila de majaro x6,Farol usado ,186
1063,Fabricante,160,Pupila de majaro x6,Cola mágica de Funoroshi ,12
1064,Fabricante,165,Esfera de tierra x6,Tejido misterioso ,36
1065,Fabricante,165,Esfera de tierra x6,Rutilo ,12
1066,Fabricante,165,Esfera de tierra x6,Cola de Kanígrula ,6
1067,Fabricante,165,Esfera de tierra x6,Bigotes de Ush ,12
1068,Fabricante,165,Esfera de tierra x6,Cabellera de alhiena ,240
1069,Fabricante,165,Esfera de tierra x6,Tejido de kanublú ,60
1070,Fabricante,165,Esfera de tierra x6,Artefacto pandawushu de roca ,300
1071,Fabricante,165,Esfera de tierra x6,Omóplato de Ben el Ripata ,6
1072,Fabricante,170,Esfera de aire x6,Tejido misterioso ,36
1073,Fabricante,170,Esfera de aire x6,Piruta ,6
1074,Fabricante,170,Esfera de aire x6,Bigote de Shogun Tofugawa ,12
1075,Fabricante,170,Esfera de aire x6,Tejido de samurái fantasma ,54
1076,Fabricante,170,Esfera de aire x6,Medialuna de tsukinoichi ,228
1077,Fabricante,170,Esfera de aire x6,Omóplato de Ben el Ripata ,6
1078,Fabricante,170,Esfera de aire x6,Lana de Tengu Gélifux ,18
1079,Fabricante,170,Esfera de aire x6,Artefacto pandawushu de viento ,300
1080,Fabricante,175,Esfera de fuego x6,Tejido misterioso ,36
1081,Fabricante,175,Esfera de fuego x6,Piruta ,6
1082,Fabricante,175,Esfera de fuego x6,Escoria de Obsidiantre ,12
1083,Fabricante,175,Esfera de fuego x6,Piedra de fumarola ,60
1084,Fabricante,175,Esfera de fuego x6,Toba de mofeta ,12
1085,Fabricante,175,Esfera de fuego x6,Artefacto pandawushu de fuego ,300
1086,Fabricante,175,Esfera de fuego x6,Mecha rebelde de Hell Mina ,24
1087,Fabricante,175,Esfera de fuego x6,Brasas azuladas ,24
1088,Fabricante,180,Zarzal x6,Tejido misterioso ,36
1089,Fabricante,180,Zarzal x6,Concentrado de bosque tropical ,12
1090,Fabricante,180,Zarzal x6,Escoria de Obsidiantre ,18
1091,Fabricante,180,Zarzal x6,Corazón de ventozador ,276
1092,Fabricante,180,Zarzal x6,Tefra de atomístico ,42
1093,Fabricante,180,Zarzal x6,Residuo de solfatara ,234
1094,Fabricante,180,Zarzal x6,Piel de Bworker ,6
1095,Fabricante,180,Zarzal x6,Cola de Kanígrula ,6
1096,Fabricante,185,La Rodaja x6,Trama dimensional ,72
1097,Fabricante,185,La Rodaja x6,Concentrado de bosque tropical ,12
1098,Fabricante,185,La Rodaja x6,Piel de Bworker ,6
1099,Fabricante,185,La Rodaja x6,Zanahowia ,600
1100,Fabricante,185,La Rodaja x6,Barba de sieth ,324
1101,Fabricante,185,La Rodaja x6,Forúnculo de mamá bwork ,378
1102,Fabricante,185,La Rodaja x6,Ojo de Anelidón ,18
1103,Fabricante,185,La Rodaja x6,Cuerno de XLII ,18
1104,Fabricante,190,Escudo del cerrajero x4,Ardonita ,4
1105,Fabricante,190,Escudo del cerrajero x4,Trama dimensional ,48
1106,Fabricante,190,Escudo del cerrajero x4,Kamatrix ,40
1107,Fabricante,190,Escudo del cerrajero x4,Colmillo de Perfósil ,24
1108,Fabricante,190,Escudo del cerrajero x4,Cerradura del cofre de los herreros ,80
1109,Fabricante,190,Escudo del cerrajero x4,Corne du Papatroz ,244
1110,Fabricante,190,Escudo del cerrajero x4,Piel de metaforatroz ,252
1111,Fabricante,190,Escudo del cerrajero x4,Ojo de Anelidón ,12
1112,Fabricante,193,Cuadrifolio x9,Trébol de 5 hojas ,3600
1113,Fabricante,193,Cuadrifolio x9,Concentrado de selva ,9
1114,Fabricante,193,Cuadrifolio x9,Volva de galerina ,477
1115,Fabricante,193,Cuadrifolio x9,Pedúnculo de hongador ,72
1116,Fabricante,193,Cuadrifolio x9,Lamela de dramanita ,459
1117,Fabricante,193,Cuadrifolio x9,Bragas de Mizz Frizz ,9
1118,Fabricante,193,Cuadrifolio x9,Ojo de Cil ,9
1119,Fabricante,193,Cuadrifolio x9,Sangre de Toxoliat ,27
1120,Herrero,0,Cuchillo de caza x31,Polvos mágicos ,93
1121,Herrero,0,Cuchillo de caza x31,Lana celeste ,93
1122,Herrero,7,Dagas de maderucha x8,Reliquia de Incarnam ,24
1123,Herrero,7,Dagas de maderucha x8,Cola de miaufián ,24
1124,Herrero,12,Limpiadoras x1,Baba de rosa demoníaca ,1
1125,Herrero,12,Limpiadoras x1,Pluma de pío rosa ,3
1126,Herrero,13,La Cola x3,Écailles poisseuse ,3
1127,Herrero,13,La Cola x3,Pétalo de girasol salvaje ,9
1128,Herrero,15,Martillo de paliza x1,Ceja de moskito ,1
1129,Herrero,15,Martillo de paliza x1,Pluma de pío verde ,3
1130,Herrero,16,Hoja de gobletrotter x1,Piel de larva naranja ,3
1131,Herrero,16,Hoja de gobletrotter x1,Lengua de espanterrador ,3
1132,Herrero,17,Guadaña gastada de campesino x1,Pétalo mágico de Girasol Hambriento ,2
1133,Herrero,17,Guadaña gastada de campesino x1,Flor del diente de león diabólico ,3
1134,Herrero,18,Korta-Kotas x1,Pluma de pío verde ,3
1135,Herrero,18,Korta-Kotas x1,Pétalo de girasol salvaje ,3
1136,Herrero,19,Martillo de marfil x1,Baba de rosa demoníaca ,1
1137,Herrero,19,Martillo de marfil x1,Pluma de pío rojo ,3
1138,Herrero,20,Martillo de jalató x3,Lana de jalatín negro ,9
1139,Herrero,20,Martillo de jalató x3,Lana de jefe de guerra jalató ,3
1140,Herrero,23,Martillo Haimito x1,Pluma de pío rojo ,4
1141,Herrero,23,Martillo Haimito x1,Pluma de pío rosa ,4
1142,Herrero,23,Martillo Haimito x1,Semilla de girasol ,1
1143,Herrero,24,Pala Patarta x1,Pluma de pío verde ,4
1144,Herrero,24,Pala Patarta x1,Abono ,1
1145,Herrero,24,Pala Patarta x1,Pluma de pío violeta ,4
1146,Herrero,25,La Klebic x1,Ojo de arakmutada ,4
1147,Herrero,25,La Klebic x1,Piel pachucha ,1
1148,Herrero,25,La Klebic x1,Pico de tofu ,4
1149,Herrero,26,Espada chifladora x1,Piel de larva verde ,4
1150,Herrero,26,Espada chifladora x1,Semilla de adormidera ,4
1151,Herrero,26,Espada chifladora x1,Pétalo de girasol salvaje ,4
1152,Herrero,27,Cuchilla de chafer x3,Cráneo de chafer ,3
1153,Herrero,27,Cuchilla de chafer x3,Pluma de pío violeta ,12
1154,Herrero,27,Cuchilla de chafer x3,Pluma de pío rojo ,12
1155,Herrero,29,Pala de crujidor x1,Bronceador ,4
1156,Herrero,29,Pala de crujidor x1,Flor del diente de león diabólico ,4
1157,Herrero,29,Pala de crujidor x1,Caracola marina ,4
1158,Herrero,30,Daga Yumbo x1,Semilla de girasol ,1
1159,Herrero,30,Daga Yumbo x1,Piel de larva naranja ,4
1160,Herrero,30,Daga Yumbo x1,Colmillos de ratas ,3
1161,Herrero,31,Pala apaleadora x2,Cuero de miserata strubiense ,12
1162,Herrero,31,Pala apaleadora x2,Corne de Jalató ,2
1163,Herrero,31,Pala apaleadora x2,Colmillo de jabalí ,8
1164,Herrero,33,Los Cuchillos Jinsu x1,Lana de ramán strubiense ,4
1165,Herrero,33,Los Cuchillos Jinsu x1,Cuero de miserata strubiense ,6
